Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,4,0,1,Import,36,Australia,AUS,764,Thailand,THA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3862805,,,,3917934,,3319613,,,0
H5,2017,2017,2017,4,0,1,Import,36,Australia,AUS,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,166504,,,,167123,,146617,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,13253886,,,,13253886,,8324799,,,6
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,36,Australia,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,17870,,,,17870,,9148,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1299677,,,,1299677,,810242,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,92,Br. Virgin Isds,VGB,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,44330,,,,44330,,23123,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,949586,,,,949586,,680713,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,242,Fiji,FJI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,41080,,,,41080,,10141,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,246,Finland,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,19910,,,,19910,,7676,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2002487,,,,2002487,,1129743,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,360,Indonesia,IDN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,316773,,,,316773,,166362,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,296373,,,,296373,,176452,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,738001,,,,738001,,335312,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1476302,,,,1476302,,799301,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,458,Malaysia,MYS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,19404,,,,19404,,14963,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,490,"Other Asia, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,568061,,,,568061,,257689,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,15960,,,,15960,,10224,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,554,New Zealand,NZL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1383851,,,,1383851,,518618,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,598,Papua New Guinea,PNG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,6141,,,,6141,,1513,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,608,Philippines,PHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,299593,,,,299593,,128616,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,643,Russian Federation,RUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,38883,,,,38883,,30001,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,702,Singapore,SGP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,253602,,,,253602,,234473,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,704,Viet Nam,VNM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,304320,,,,304320,,131523,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,272825,,,,272825,,186373,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,63614,,,,63614,,42450,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,764,Thailand,THA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2576704,,,,2576704,,2517178,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,230432,,,,230432,,76877,,,0
H5,2018,2018,2018,4,0,1,Import,36,Australia,AUS,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,18106,,,,18106,,26075,,,6
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,,,6246227,,,6
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,36,Australia,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,449370,,,,449370,,96820,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1285010,,,,1285010,,856566,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1458600,,,,1458600,,816689,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,233,Estonia,EST,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,17151,,,,17151,,10663,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,242,Fiji,FJI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,114810,,,,114810,,59895,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,246,Finland,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,59236,,,,59236,,38022,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,,,1502,,,6
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1309416,,,,1309416,,919795,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,360,Indonesia,IDN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,514140,,,,514140,,363570,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,951339,,,,951339,,584123,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1270687,,,,1270687,,747239,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,490,"Other Asia, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,404707,,,,404707,,227467,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,439460,,,,439460,,269687,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,554,New Zealand,NZL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,399454,,,,399454,,172574,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,608,Philippines,PHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,18627,,,,18627,,12484,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,620,Portugal,PRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,275323,,,,275323,,151581,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,699,India,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,52840,,,,52840,,22717,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,702,Singapore,SGP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,105784,,,,105784,,114680,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,704,Viet Nam,VNM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,206370,,,,206370,,103715,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,740313,,,,740313,,493791,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,120615,,,,120615,,79155,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,77680,,,,77680,,34734,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,61961,,,,61961,,68748,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,12153906,,,,12153906,,6425676,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,40,Austria,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,137222,,,,137222,,33603,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1314458,,,,1314458,,780462,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,829919,,,,829919,,319657,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,233,Estonia,EST,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,137301,,,,137301,,80051,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,246,Finland,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,90010,,,,90010,,47646,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,42,,,,42,,3316,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2009317,,,,2009317,,1006088,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,348,Hungary,HUN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,31300,,,,31300,,18715,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,156160,,,,156160,,93390,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,529952,,,,529952,,167368,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1229233,,,,1229233,,632631,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,490,"Other Asia, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,612464,,,,612464,,203881,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,540,New Caledonia,NCL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,23160,,,,23160,,1321,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,554,New Zealand,NZL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,404162,,,,404162,,180697,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,598,Papua New Guinea,PNG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10000,,,,10000,,1439,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,608,Philippines,PHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,645745,,,,645745,,190625,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,209817,,,,209817,,95029,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,699,India,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,47419,,,,47419,,23238,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,702,Singapore,SGP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,159109,,,,159109,,104656,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,704,Viet Nam,VNM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,555131,,,,555131,,197209,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,705,Slovenia,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,16020,,,,16020,,8967,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,92110,,,,92110,,50517,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,16500,,,,16500,,12204,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,764,Thailand,THA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2850930,,,,2850930,,2104050,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10,,,,10,,773,,,0
H4,2016,2016,2016,4,0,1,Import,36,Australia,AUS,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,46415,,,,46415,,68141,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,220186399,,,,220186399,,48876187,,,6
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,32,Argentina,ARG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,118,,,,118,,1204,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,948602,,,,948602,,269724,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,68,Bolivia (Plurinational State of),BOL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,108,,,,108,,422,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,76,Brazil,BRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5245,,,,5245,,8658,,,6
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,100,Bulgaria,BGR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,31289,,,,31289,,16357,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,124,Canada,CAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2766,,,,2766,,2258,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,144,Sri Lanka,LKA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1601,,,,1601,,91,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,152,Chile,CHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,73,,,,73,,842,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,11155,,,,11155,,71016,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,170,Colombia,COL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4338,,,,4338,,1934,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,191,Croatia,HRV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,837003,,,,837003,,194322,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,203,Czechia,CZE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4603326,,,,4603326,,1894512,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,208,Denmark,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,22086,,,,22086,,95131,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,233,Estonia,EST,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,49362,,,,49362,,16724,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4349739,,,,4349739,,508237,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,100080320,,,,100080320,,16431397,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,348,Hungary,HUN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3120300,,,,3120300,,1121446,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,360,Indonesia,IDN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10611,,,,10611,,13498,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,372,Ireland,IRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,23504,,,,23504,,3148,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,376,Israel,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10181,,,,10181,,13436,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,60887900,,,,60887900,,10293453,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,34424,,,,34424,,7259,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2367,,,,2367,,1718,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,440,Lithuania,LTU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,42020,,,,42020,,7510,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,458,Malaysia,MYS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,6789,,,,6789,,1452,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,484,Mexico,MEX,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,32062,,,,32062,,5107,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,490,"Other Asia, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,7658,,,,7658,,1480,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,504,Morocco,MAR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,18908,,,,18908,,49777,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4430339,,,,4430339,,1777452,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,554,New Zealand,NZL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3,,,,3,,36,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,579,Norway,NOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,96498,,,,96498,,53071,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,604,Peru,PER,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,6,,,,6,,1,,,6
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,11671618,,,,11671618,,7832862,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,620,Portugal,PRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,126886,,,,126886,,131338,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,642,Romania,ROU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,401287,,,,401287,,252868,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,688,Serbia,SRB,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10,,,,10,,135,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,699,India,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,6015,,,,6015,,2194,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,703,Slovakia,SVK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3879375,,,,3879375,,1993815,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,704,Viet Nam,VNM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,18,,,,18,,48,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,705,Slovenia,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,8818477,,,,8818477,,3927356,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,710,South Africa,ZAF,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,770,,,,770,,1843,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,222621,,,,222621,,217865,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,868581,,,,868581,,132187,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,757,Switzerland,CHE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,12736373,,,,12736373,,1340640,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,764,Thailand,THA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1000,,,,1000,,824,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,792,Turkey,TUR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10,,,,10,,3,,,6
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,807,North Macedonia,MKD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,85,,,,85,,22,,,6
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,818,Egypt,EGY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3844,,,,3844,,7757,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1734301,,,,1734301,,128007,,,0
H5,2017,2017,2017,4,0,1,Import,40,Austria,AUT,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,44427,,,,44427,,43727,,,0
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,198934639,,,,198934639,,58424869,,,6
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,603054,,,,603054,,195284,,,0
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,70,Bosnia Herzegovina,BIH,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,285745,,,,285745,,196153,,,0
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,76,Brazil,BRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,8316,,,,8316,,10873,,,0
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,100,Bulgaria,BGR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,14328,,,,14328,,4750,,,0
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,124,Canada,CAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4611,,,,4611,,6188,,,0
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5865,,,,5865,,7219,,,6
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,170,Colombia,COL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3743,,,,3743,,1007,,,0
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,191,Croatia,HRV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1293889,,,,1293889,,557510,,,0
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,203,Czechia,CZE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,6573182,,,,6573182,,1950419,,,0
H5,2018,2018,2018,4,0,1,Import,40,Austria,AUT,208,Denmark,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,452148,,,,452148,,167147,,,0
