Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,100,Bulgaria,BGR,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,5565,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,25754,,,,25754,,14289,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,191,Croatia,HRV,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,7701,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,203,Czechia,CZE,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,157245,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,208,Denmark,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,5793,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,246,Finland,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,1480,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,22067,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,367116,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,300,Greece,GRC,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,2056,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,372,Ireland,IRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,1040,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,376,Israel,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,50,,,,50,,10,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,88906,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1,,,,1,,46,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,440,Lithuania,LTU,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,1581,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,87804,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,1394110,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,620,Portugal,PRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,231,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,642,Romania,ROU,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,173304,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,699,India,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1,,,,1,,2,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,703,Slovakia,SVK,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,1429510,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,705,Slovenia,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,1505065,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,17875,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,8009,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,757,Switzerland,CHE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,911,,,,911,,208,,,6
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,792,Turkey,TUR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,43192,,,,43192,,37337,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,804,Ukraine,UKR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1254,,,,1254,,114,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,268874,,,0
H5,2018,2018,2018,4,0,1,Import,348,Hungary,HUN,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,21,,,,21,,1,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,7679075,,,6
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,40,Austria,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,600640,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,127228,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,70,Bosnia Herzegovina,BIH,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,189200,,,,189200,,97067,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,8621,,,,8621,,13400,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,191,Croatia,HRV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2683610,,,,2683610,,1318328,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,203,Czechia,CZE,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,189932,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4825,,,,4825,,1645,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,838410,,,6
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,344,"China, Hong Kong SAR",HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,44,,,,44,,695,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,649184,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,460,,,,460,,18,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,82579,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,1239194,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,642,Romania,ROU,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,732745,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,703,Slovakia,SVK,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,975451,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,705,Slovenia,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,745403,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,110967,,,,110967,,124,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,757,Switzerland,CHE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,17076,,,,17076,,4228,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,792,Turkey,TUR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,105,,,,105,,101,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,125780,,,,125780,,62550,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1247,,,,1247,,153,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,7562183,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,40,Austria,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,2131790,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,258551,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,100,Bulgaria,BGR,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,21522,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4215,,,,4215,,8335,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,191,Croatia,HRV,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,32341,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,196,Cyprus,CYP,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,247,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,203,Czechia,CZE,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,76149,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,208,Denmark,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,5446,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,233,Estonia,EST,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,12742,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,246,Finland,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,839,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,25636,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,496274,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,300,Greece,GRC,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,2302,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,372,Ireland,IRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,828,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,99803,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,428,Latvia,LVA,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,4430,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,440,Lithuania,LTU,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,764,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,490,"Other Asia, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,12,,,,12,,51,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,42497,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,738515,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,620,Portugal,PRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,633,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,642,Romania,ROU,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,147019,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,688,Serbia,SRB,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,83428,,,,83428,,34220,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,703,Slovakia,SVK,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,1856724,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,705,Slovenia,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,1504888,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,15802,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,7650,,,0
H4,2016,2016,2016,4,0,1,Import,348,Hungary,HUN,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,36185,,,0
H5,2017,2017,2017,4,0,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,856,,,,856,,7296,,,0
H5,2017,2017,2017,4,0,1,Import,352,Iceland,ISL,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,756,,,,756,,4393,,,0
H5,2017,2017,2017,4,0,1,Import,352,Iceland,ISL,208,Denmark,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,12,,,,12,,75,,,0
H5,2017,2017,2017,4,0,1,Import,352,Iceland,ISL,344,"China, Hong Kong SAR",HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3,,,,3,,145,,,0
H5,2017,2017,2017,4,0,1,Import,352,Iceland,ISL,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,50,,,,50,,2139,,,0
H5,2017,2017,2017,4,0,1,Import,352,Iceland,ISL,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,35,,,,35,,542,,,0
H5,2018,2018,2018,4,0,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,76,,,,76,,2480,,,6
H5,2018,2018,2018,4,0,1,Import,352,Iceland,ISL,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,8,,,,8,,1456,,,0
H5,2018,2018,2018,4,0,1,Import,352,Iceland,ISL,208,Denmark,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1,,,,1,,75,,,6
H5,2018,2018,2018,4,0,1,Import,352,Iceland,ISL,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,22,,,,22,,428,,,0
H5,2018,2018,2018,4,0,1,Import,352,Iceland,ISL,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,28,,,,28,,239,,,0
H5,2018,2018,2018,4,0,1,Import,352,Iceland,ISL,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,17,,,,17,,280,,,6
H5,2019,2019,2019,4,0,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,80,,,,,,4709,,,6
H5,2019,2019,2019,4,0,1,Import,352,Iceland,ISL,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4,,,,,,513,,,6
H5,2019,2019,2019,4,0,1,Import,352,Iceland,ISL,372,Ireland,IRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5,,,,5,,616,,,0
H5,2019,2019,2019,4,0,1,Import,352,Iceland,ISL,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,62,,,,62,,3441,,,0
H5,2019,2019,2019,4,0,1,Import,352,Iceland,ISL,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,9,,,,9,,138,,,0
H4,2016,2016,2016,4,0,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,45276,,,,45276,,49918,,,0
H4,2016,2016,2016,4,0,1,Import,352,Iceland,ISL,233,Estonia,EST,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,200,,,,200,,478,,,0
H4,2016,2016,2016,4,0,1,Import,352,Iceland,ISL,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20070,,,,20070,,19348,,,0
H4,2016,2016,2016,4,0,1,Import,352,Iceland,ISL,440,Lithuania,LTU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,22740,,,,22740,,24596,,,0
H4,2016,2016,2016,4,0,1,Import,352,Iceland,ISL,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2200,,,,2200,,3769,,,0
H4,2016,2016,2016,4,0,1,Import,352,Iceland,ISL,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,55,,,,55,,694,,,0
H4,2016,2016,2016,4,0,1,Import,352,Iceland,ISL,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,11,,,,11,,1033,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,145580184,,,,145580184,,71924318,,,6
H5,2017,2017,2017,4,0,1,Import,699,India,IND,36,Australia,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,33000,,,,33000,,13591,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,48,Bahrain,BHR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,82400,,,,82400,,45305,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,11578977,,,,11578977,,6316048,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,64,Bhutan,BTN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,16943,,,,16943,,19017,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,100,Bulgaria,BGR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,76000,,,,76000,,39781,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,124,Canada,CAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,6119353,,,,6119353,,2494322,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,144,Sri Lanka,LKA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,231736,,,,231736,,88360,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,566204,,,,566204,,430447,,,6
H5,2017,2017,2017,4,0,1,Import,699,India,IND,196,Cyprus,CYP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,23560,,,,23560,,10851,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,246,Finland,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,93000,,,,93000,,39631,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,769420,,,,769420,,275159,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,27198289,,,,27198289,,14527151,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,360,Indonesia,IDN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10000,,,,10000,,5025,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,376,Israel,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,64000,,,,64000,,33623,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,863229,,,,863229,,244139,,,6
H5,2017,2017,2017,4,0,1,Import,699,India,IND,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,274955,,,,274955,,231075,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,494449,,,,494449,,269061,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,414,Kuwait,KWT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,205710,,,,205710,,98573,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,422,Lebanon,LBN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,9000,,,,9000,,4553,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,428,Latvia,LVA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,197940,,,,197940,,96428,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,450,Madagascar,MDG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,25000,,,,25000,,14754,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,458,Malaysia,MYS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3139,,,,3139,,2449,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,462,Maldives,MDV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,85710,,,,85710,,24649,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,480,Mauritius,MUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,257240,,,,257240,,103757,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,484,Mexico,MEX,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,71000,,,,71000,,45251,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,490,"Other Asia, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,24000,,,,24000,,33352,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,504,Morocco,MAR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,276180,,,,276180,,140278,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,512,Oman,OMN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,163360,,,,163360,,89225,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,524,Nepal,NPL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,65120,,,,65120,,30488,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,6772562,,,,6772562,,3600338,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,554,New Zealand,NZL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,255000,,,,255000,,130222,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,586,Pakistan,PAK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,278001,,,,278001,,176792,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5162330,,,,5162330,,2408649,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,620,Portugal,PRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,986820,,,,986820,,490483,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,634,Qatar,QAT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,152040,,,,152040,,72290,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,643,Russian Federation,RUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,50000,,,,50000,,29603,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,682,Saudi Arabia,SAU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,39000,,,,39000,,21020,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,702,Singapore,SGP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,21000,,,,21000,,8607,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,703,Slovakia,SVK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,73000,,,,73000,,37189,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,705,Slovenia,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3922380,,,,3922380,,2125016,,,0
H5,2017,2017,2017,4,0,1,Import,699,India,IND,710,South Africa,ZAF,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,395770,,,,395770,,189000,,,0
